Project;Avg. Elements;Inconsistency;Context Element;[Time (ms)] Load/Calculate Revision;[Time (ms)] Recognition Time;[Time (ms)] Complement Matching;Complements (Repairs);Historically Observable Repairs (HOR);Historically Observable Undos (HOU);Ranking of Best HOR;Unbound Parameters of Best HOR
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Property/navigable_property_redefinition/context/@eGenericType;231;157;1465;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Property/subsetting_rules/context/@eGenericType;237;170;1479;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Property/navigable_readonly/context/@eGenericType;260;147;1415;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Property/derived_union_is_derived/context/@eGenericType;236;157;1394;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//RedefinableElement/redefinition_context_valid/context/@eGenericType;315;159;1389;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//RedefinableElement/redefinition_consistent/context/@eGenericType;283;162;1461;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Package/elements_public_or_private/context/@eGenericType;247;155;1419;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//MultiplicityElement/upper_gt_0/context/@eGenericType;234;156;1401;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//MultiplicityElement/lower_ge_0/context/@eGenericType;235;185;1507;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//MultiplicityElement/upper_ge_lower/context/@eGenericType;237;163;1466;16;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Association/association_ends/context/@eGenericType;230;165;1392;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Operation/only_body_for_query/context/@eGenericType;234;147;1406;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Operation/at_most_one_return/context/@eGenericType;242;162;1400;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Constraint/not_apply_to_self/context/@eGenericType;229;159;1434;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//Constraint/value_specification_boolean/context/@eGenericType;230;151;1424;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//ElementImport/visibility_public_or_private/context/@eGenericType;271;178;1469;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//ElementImport/imported_element_is_public/context/@eGenericType;241;165;1420;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore/0003_2011-10-06T04-05-09Z_cab66f3576c668586ce408b840cb1d3e9108423b_coevolution_2013-01-06T15-24-18Z/plugins_org.eclipse.uml2.uml_model_CMOF20.ecore#//PackageImport/public_or_private/context/@eGenericType;238;156;1407;8;true;false;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0021_2005-12-19T22-34-45Z_514f93ce230ec3030b37e25b4d6dfd1492786382/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fti1U96tEei97MD7GK1RmA;2272;707;3775;7;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0021_2005-12-19T22-34-45Z_514f93ce230ec3030b37e25b4d6dfd1492786382/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fti1qt6tEei97MD7GK1RmA;2359;591;3748;7;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhK596tEei97MD7GK1RmA;2644;84;0;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhLYN6tEei97MD7GK1RmA;2582;83;1;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhLZN6tEei97MD7GK1RmA;2606;85;1;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhMMN6tEei97MD7GK1RmA;2626;94;1;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhMNN6tEei97MD7GK1RmA;2712;96;1;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhNHN6tEei97MD7GK1RmA;2625;93;0;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhNIN6tEei97MD7GK1RmA;2631;92;1;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhNJN6tEei97MD7GK1RmA;2737;94;0;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhNKN6tEei97MD7GK1RmA;2630;132;1;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0016_2005-12-08T15-52-55Z_ae8fe1c4cdd4545e54ccae470f66e02c2d237267/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuhNqN6tEei97MD7GK1RmA;2710;112;0;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0021_2005-12-19T22-34-45Z_514f93ce230ec3030b37e25b4d6dfd1492786382/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuq3L96tEei97MD7GK1RmA;2844;396;0;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0021_2005-12-19T22-34-45Z_514f93ce230ec3030b37e25b4d6dfd1492786382/plugins_org.eclipse.uml2.uml_model_UML.ecore#_fuq3id6tEei97MD7GK1RmA;2772;394;0;1;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0048_2006-03-09T04-40-50Z_4b0cc540d4db1daa234ae8b1ff9fe16aa6c8a5de/plugins_org.eclipse.uml2.uml_model_UML.ecore#_gk718d6tEei97MD7GK1RmA;2874;357;3756;3;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0048_2006-03-09T04-40-50Z_4b0cc540d4db1daa234ae8b1ff9fe16aa6c8a5de/plugins_org.eclipse.uml2.uml_model_UML.ecore#_gk71896tEei97MD7GK1RmA;2868;324;3785;3;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0048_2006-03-09T04-40-50Z_4b0cc540d4db1daa234ae8b1ff9fe16aa6c8a5de/plugins_org.eclipse.uml2.uml_model_UML.ecore#_gk719N6tEei97MD7GK1RmA;2683;353;3679;3;false;true;0;1
uml2;3775;ThereMayNotBeAnOperationWithTheSameSignatureAsAnAccessorMethodForFeature;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0048_2006-03-09T04-40-50Z_4b0cc540d4db1daa234ae8b1ff9fe16aa6c8a5de/plugins_org.eclipse.uml2.uml_model_UML.ecore#_gk719t6tEei97MD7GK1RmA;2663;376;3688;3;false;true;0;1
uml2;3775;TheOppositeOfATransientReferenceMustBeTransientIfItIsProxyResolving;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0050_2006-03-15T20-29-06Z_6f15f230288206b083e828d275d13fa9cbe6ca76/plugins_org.eclipse.uml2.uml_model_UML.ecore#_ftjfj96tEei97MD7GK1RmA;2221;160;3;6;true;true;0;0
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//Element/not_own_self/context/@eGenericType;2431;38;41460;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//Element/has_owner/context/@eGenericType;2311;35;39268;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//Package/elements_public_or_private/context/@eGenericType;2389;35;40349;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//NamedElement/has_no_qualified_name/context/@eGenericType;2340;33;41210;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//NamedElement/has_qualified_name/context/@eGenericType;2370;32;40228;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//NamedElement/visibility_needs_ownership/context/@eGenericType;2403;33;41583;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//Namespace/members_distinguishable/context/@eGenericType;2418;33;39453;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//ElementImport/visibility_public_or_private/context/@eGenericType;2289;32;39723;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//ElementImport/imported_element_is_public/context/@eGenericType;2302;35;40388;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//PackageImport/public_or_private/context/@eGenericType;2316;32;39759;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//Constraint/not_apply_to_self/context/@eGenericType;2294;33;39004;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//Constraint/value_specification_boolean/context/@eGenericType;2337;39;38778;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//Constraint/boolean_value/context/@eGenericType;2316;34;39248;8;true;false;0;1
uml2;3775;TheGenericTypeAssociatedWithTheClassifierShouldHaveTypeArgumentsToMatchTheNumberOfTypeParametersOfTheClassifier;file:/users/mohrndorf/workspaces/sidiff-build/org.eclipse.git.evaluation_2018-11-02/modeling.mdt.uml2/plugins_org.eclipse.uml2.uml_model_UML.ecore/0067_2006-10-10T22-40-37Z_c9e925f1d462e0fb6ff677141586cafa4e5b3e25_coevolution_2006-12-11T16-31-42Z/plugins_org.eclipse.uml2.uml_model_UML.ecore#//Constraint/no_side_effects/context/@eGenericType;2302;32;39297;8;true;false;0;1
